ID	Name	Useage	FunctionType	RepresentPos	RepresentID	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Hide	Exclude	Save	OnManaShield	OnFight	OnHorse	OnTerrain	FormationLeader	ScriptFile	GlobalExclude	UniqueTarget	CanCancel	BeginAttrib1	BeginValue1A	BeginValue1B	BeginAttrib2	BeginValue2A	BeginValue2B	BeginAttrib3	BeginValue3A	BeginValue3B	BeginAttrib4	BeginValue4A	BeginValue4B	BeginAttrib5	BeginValue5A	BeginValue5B	BeginAttrib6	BeginValue6A	BeginValue6B	BeginAttrib7	BeginValue7A	BeginValue7B	BeginAttrib8	BeginValue8A	BeginValue8B	BeginAttrib9	BeginValue9A	BeginValue9B	BeginAttrib10	BeginValue10A	BeginValue10B	BeginAttrib11	BeginValue11A	BeginValue11B	BeginAttrib12	BeginValue12A	BeginValue12B	BeginAttrib13	BeginValue13A	BeginValue13B	BeginAttrib14	BeginValue14A	BeginValue14B	BeginAttrib15	BeginValue15A	BeginValue15B	ActiveAttrib1	ActiveValue1A	ActiveValue1B	ActiveAttrib2	ActiveValue2A	ActiveValue2B	EndTimeAttrib1	EndTimeValue1A	EndTimeValue1B	EndTimeAttrib2	EndTimeValue2A	EndTimeValue2B	IsCountable	DecayType	MoveStateMask	MapBanMask	IsOffLineClock	CanAccumulate	SrcDistance	InSprint	InFollow	CancelByUseItem	MapInvalidMask	IsCombatBuff	MinInterval	ClearUnderWater	MoveStateMask2	ShapeShiftInvalid	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	InBirdMove	CanTransfer	InParkour	CostSingleStack	InSlideSprint	MorphInvalid	ValidByLevel	RLActions	Coexist	IsIntensityStackable
112	清心静气	2		Body	0	112	5		2	70	0	1	1	28800	0	1	1							1	0	1	atMaxLifePercentAdd	20	0																																																									3758030846										28800		63	1	28800	1	1	1						1				
112	清心静气	2		Body	0	112	5		3	75	0	1	1	28800	0	1	1							1	0	1	atMaxLifePercentAdd	25	0																																																									3758030846										28800		63	1	28800	1	1	1						1				
112	清心静气	2		Body	0	112	5		4	80	0	1	1	28800	0	1	1							1	0	1	atMaxLifePercentAdd	31	0																																																									3758030846										28800		63	1	28800	1	1	1						1				
112	清心静气	2		Body	0	112	5		5	85	0	1	1	28800	0	1	1							1	0	1	atMaxLifePercentAdd	36	0																																																									3758030846										28800		63	1	28800	1	1	1						1				
112	清心静气	2		Body	0	112	5		6	90	0	1	1	28800	0	1	1							1	0	1	atMaxLifePercentAdd	41	0																																																									3758030846										28800		63	1	28800	1	1	1						1				
112	清心静气	2		Body	0	112	5		7	95	0	1	1	28800	0	1	1							1	0	1	atMaxLifePercentAdd	46	0																																																									3758030846										28800		63	1	28800	1	1	1						1				
112	清心静气	2		Body	0	112	5		8	100	0	1	1	28800	0	1	1							1	0	1	atMaxLifePercentAdd	52	0																																																									3758030846										28800		63	1	28800	1	1	1						1				
112	清心静气	2		Body	0	112	5		9	101	0	1	1	28800	0	1	1							1	0	1	atMaxLifePercentAdd	205	0																																																									3758030846										28800		63	1	28800	1	1	1						1				
113	碧水滔天	2		Body	0	113	5		1	1	0	1	10	16	0	1	0						万花\碧水滔天_被驱散减调息.lua	0	0	1																																														atExecuteScript	skill/万花/碧水滔天回蓝.lua													3758030846										16		63	1	16	1	1	1										
113	碧水滔天	2		Body	0	113	5		2	2	0	1	10	16	0	1	0						万花\碧水滔天_被驱散减调息.lua	0	0	1																																														atExecuteScript	skill/万花/碧水滔天回蓝回血.lua													3758030846										16		63	1	16	1	1	1										
115	等待时间	17		Body	0	115	0		1	1	0	1	1	480	0	1	0							0	0	1																																																												4294967294										480		63	1	480	1	0	1										
121	升天	16		Trample	10001	121	0		1	1	0	1	1	960	0	1	0							0	0	1	atGravityPercent	-1000	0	atJumpSpeedBase	160	0																																																						3758030846										960		63	1	960	1	0	1										
121	升天	16		Trample	10001	121	0		2	2	0	1	1	960	0	1	0							0	0	1	atGravityPercent	-1000	0	atJumpSpeedBase	70	0																																																						3758030846										960		63	1	960	1	0	1										
121	升天	16		Trample	10001	121	0		3	3	0	1	1	960	0	1	0							0	0	1	atGravityPercent	-500	0	atJumpSpeedBase	50	0																																																						3758030846										960		63	1	960	1	0	1										
121	升天	16		Trample	10001	121	0		4	4	0	1	1	960	0	1	0							0	0	1	atGravityPercent	-1000	0	atJumpSpeedBase	35	0																																																						3758030846										960		63	1	960	1	0	1										
121	升天	16		Trample	1	121	0		5	4	0	1	1	960	0	1	0							0	0	1	atGravityPercent	-1000	0	atJumpSpeedBase	55	0																																																						3758030846										960		63	1	960	1	0	1										
121	升天	16		Trample	1	121	0		6	4	0	1	1	960	0	1	0							0	0	1	atGravityPercent	-1000	0	atJumpSpeedBase	60	0																																																						3758030846										960		63	1	960	1	0	1										
121	升天	16		Trample	1	121	0		7	4	0	1	1	960	0	1	0							0	0	1	atGravityPercent	-1000	0	atJumpSpeedBase	65	0																																																						3758030846										960		63	1	960	1	0	1										
122	春泥护花	2	ResistDamage	TopHead	10050	122	5		1	28	1	8	1	320	0	1	0							1	0	1	atSkillEventHandler	174		atGlobalResistPercent	287	0	atBeatBackRate	-1024		atExecuteScript	skill\万花\90级奇穴\春泥消除急速buff.lua		atSkillEventHandler	1726	0																																											1		3757998078										320		63	1	320	1	1	1										
122	春泥护花	2	ResistDamage	TopHead	10050	122	5		2	30	1	8	1	320	0	1	0							1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	307	0	atSkillEventHandler	174	0	atExecuteScript	skill\万花\90级奇穴\春泥消除急速buff.lua		atSkillEventHandler	1726	0																																											1		3757998078										320		63	1	320	1	1	1										
122	春泥护花	2	ResistDamage	TopHead	10050	122	5		3	32	1	8	1	320	0	1	0							1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	328	0	atSkillEventHandler	174	0	atExecuteScript	skill\万花\90级奇穴\春泥消除急速buff.lua		atSkillEventHandler	1726	0																																											1		3757998078										320		63	1	320	1	1	1										
122	春泥护花	2	ResistDamage	TopHead	10050	122	5		4	34	1	8	1	320	0	1	0							1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	348	0	atSkillEventHandler	174	0	atExecuteScript	skill\万花\90级奇穴\春泥消除急速buff.lua		atSkillEventHandler	1726	0																																											1		3757998078										320		63	1	320	1	1	1										
122	春泥护花	2	ResistDamage	TopHead	10050	122	5		5	36	1	8	1	320	0	1	0							1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	369	0	atSkillEventHandler	174	0	atExecuteScript	skill\万花\90级奇穴\春泥消除急速buff.lua		atSkillEventHandler	1726	0																																											1		3757998078										320		63	1	320	1	1	1										
122	春泥护花	2	ResistDamage	TopHead	10050	122	5		6	38	1	8	1	320	0	1	0							1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	389	0	atSkillEventHandler	174	0	atExecuteScript	skill\万花\90级奇穴\春泥消除急速buff.lua		atSkillEventHandler	1726	0																																											1		3757998078										320		63	1	320	1	1	1										
122	春泥护花	2	ResistDamage	TopHead	10050	122	5		7	50	1	8	1	320	0	1	0							1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	512	0	atSkillEventHandler	174	0	atExecuteScript	skill\万花\90级奇穴\春泥消除急速buff.lua		atSkillEventHandler	1726	0																																											1		3757998078										320		63	1	320	1	1	1										
124	花语酥心	2		Body	0	124	5		1	1	0	1	5	16	0	1	0							0	0	1																																														atExecuteScript	skill/万花/花语酥心气血回复.lua													3757998078										16		63	1	16	1	1	1										
126	毫针	2		Body	0	126	5		1	7	1	7	1	192	0	1	0							0	0	1	atSkillEventHandler	21		atPhysicsShieldBase	54																																																					1		3757998078										192		63	1	192	1	1	1										
126	毫针	2		Body	0	126	5		2	8	1	7	1	192	0	1	0							0	0	1	atSkillEventHandler	108		atPhysicsShieldBase	70																																																					1		3757998078										192		63	1	192	1	1	1										
126	毫针	2		Body	0	126	5		3	9	1	7	1	192	0	1	0							0	0	1	atSkillEventHandler	109		atPhysicsShieldBase	86																																																					1		3757998078										192		63	1	192	1	1	1										
126	毫针	2		Body	0	126	5		4	10	1	7	1	192	0	1	0							0	0	1	atSkillEventHandler	110		atPhysicsShieldBase	102																																																					1		3757998078										192		63	1	192	1	1	1										
126	毫针	2		Body	0	126	5		5	11	1	7	1	192	0	1	0							0	0	1	atSkillEventHandler	111		atPhysicsShieldBase	118																																																					1		3757998078										192		63	1	192	1	1	1										
126	毫针	2		Body	0	126	5		6	12	1	7	1	192	0	1	0							0	0	1	atSkillEventHandler	112		atPhysicsShieldBase	150																																																					1		3757998078										192		63	1	192	1	1	1										
127	生活技能_Doodad需求	13		Body	0	127	0		1	1	0	1	1	480	0	1	0							0	0	1																																																												4294934526										480		63	1	480	1	0	1										
130	缓落	13		Trample	10001	130	0		1	1	0	1	1	960	0	1	0							0	0	1	atGravityPercent	-768	0																																																									4294967294										960		63	1	960	1	0	1										
131	剑冲阴阳	3		Body	0	131	0		1	1	0	1	1	28800	0	1	1							0	0	1	atSkillEventHandler	42	0																																																									3758030846										28800		63	1	28800	1	0	1										
132	玄一无相	3		Body	0	132	0		1	1	0	1	1	28800	0	1	1							0	0	1	atSkillEventHandler	49																																																										3758030846										28800		63	1	28800	1	0	1										
134	坐忘无我	3	Shield	Body	20010	134	5		1	1	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐忘无我	3	Shield	Body	20010	134	5		2	1	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐望无我	3	Shield	Body	20010	134	5		3	1	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐望无我	3	Shield	Body	20010	134	5		4	1	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐望无我	3	Shield	Body	20010	134	5		5	1	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐望无我	3	Shield	Body	20010	134	5		6	1	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐望无我	3	Shield	Body	20010	134	5		7	1	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐忘无我	3	Shield	Body	20010	134	5		8	1	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐忘无我	3	Shield	Body	20010	134	5		9	1	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐忘无我	3	Shield	Body	20010	134	5		10	1	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐忘无我	3	Shield	Body	20010	134	5		11	975	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐忘无我	3	Shield	Body	20010	134	5		12	975	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐忘无我	3	Shield	Body	20010	134	5		13	975	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120	atGlobalDamageAbsorbBySelfSpirit	0	3072	atGlobalDamageAbsorbBySelfAgility	0	3072																																																3758030846										9600		63	1	9600	1	1	1										
134	坐忘无我	3	Shield	Body	20010	134	5		14	975	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐忘无我	3	Shield	Body	20010	134	5		15	975	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
134	坐忘无我	3	Shield	Body	20010	134	5		16	975	0	1	1	9600	0	1	1	GlobalAbsorb					纯阳\纯阳_被驱散触发平笃静笃.lua	1	0	1	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	5120																																																						3758030846										9600		63	1	9600	1	1	1										
136	吐故纳新	3		Body	0	136	5		1	1	0	1	1	28800	0	1	1							0	0	1	atSkillEventHandler	59		atSkillEventHandler	355																																																							3758030846										28800		63	1	28800	1	1	1										
136	吐故纳新	3		Body	0	136	5		2	2	0	1	1	28800	0	1	1							0	0	1	atSkillEventHandler	60		atSkillEventHandler	355																																																							3758030846										28800		63	1	28800	1	1	1										
136	吐故纳新	3		Body	0	136	5		3	3	0	1	1	28800	0	1	1							0	0	1	atSkillEventHandler	61		atSkillEventHandler	355																																																							3758030846										28800		63	1	28800	1	1	1										
136	吐故纳新	3		Body	0	136	5		4	4	0	1	1	28800	0	1	1							0	0	1	atSkillEventHandler	62		atSkillEventHandler	355																																																							3758030846										28800		63	1	28800	1	1	1										
136	吐故纳新	3		Body	0	136	5		5	5	0	1	1	28800	0	1	1							0	0	1	atSkillEventHandler	63		atSkillEventHandler	355																																																							3758030846										28800		63	1	28800	1	1	1										
136	吐故纳新	3		Body	0	136	5		6	6	0	1	1	28800	0	1	1							0	0	1	atSkillEventHandler	64		atSkillEventHandler	355		atSkillEventHandler	937																																																				3758030846										28800		63	1	28800	1	1	1										
139	扶摇直上	3		TopHead	10052	208	5		1	6	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	250		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		2	7	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	252		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		3	8	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	254		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		4	9	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	256		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		5	10	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	258		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		6	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	260		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		7	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	262		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		8	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	264		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		9	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	266		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		10	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	270		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		11	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	290		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		12	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	294		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		13	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	298		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		14	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	302		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		15	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	306		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		16	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	310		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		17	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	314		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		18	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	318		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		19	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	322		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		20	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	326		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		21	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	330		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		22	11	0	1	1	480	0	1	0			NotHorse				1	0	1	atJumpSpeedBase	350		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
139	扶摇直上	3		TopHead	10052	208	5		23	11	0	1	1	480	0	1	0			NotHorse			纯阳\替换二段.lua	1	0	1	atJumpSpeedBase	370		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																				1610547150										480		60	1	480	1	0	1										
142	嗜血	12		Body	0	142	0		1	1	0	1	1	800	0	1	0							0	0	1	atPhysicsAttackPowerBase	1																																																										3758030846										800		63	1	800	1	0	1										
142	嗜血	12		Body	0	142	0		2	2	0	1	1	800	0	1	0							0	0	1	atPhysicsAttackPowerBase	2																																																										3758030846										800		63	1	800	1	0	1										
142	嗜血	12		Body	0	142	0		3	3	0	1	1	800	0	1	0							0	0	1	atPhysicsAttackPowerBase	3																																																										3758030846										800		63	1	800	1	0	1										
142	嗜血	12		Body	0	142	0		4	4	0	1	1	800	0	1	0							0	0	1	atPhysicsAttackPowerBase	7																																																										3758030846										800		63	1	800	1	0	1										
142	嗜血	12		Body	0	142	0		5	5	0	1	1	800	0	1	0							0	0	1	atPhysicsAttackPowerBase	11																																																										3758030846										800		63	1	800	1	0	1										
142	嗜血	12		Body	0	142	0		6	6	0	1	1	800	0	1	0							0	0	1	atPhysicsAttackPowerBase	16																																																										3758030846										800		63	1	800	1	0	1										
142	嗜血	12		Body	0	142	0		7	7	0	1	1	800	0	1	0							0	0	1	atPhysicsAttackPowerBase	20																																																										3758030846										800		63	1	800	1	0	1										
142	嗜血	12		Body	0	142	0		8	8	0	1	1	800	0	1	0							0	0	1	atPhysicsAttackPowerBase	28																																																										3758030846										800		63	1	800	1	0	1										
142	嗜血	12		Body	0	142	0		9	9	0	1	1	800	0	1	0							0	0	1	atPhysicsAttackPowerBase	36																																																										3758030846										800		63	1	800	1	0	1										
