SkillID	Level	IconID	Show	CombatShow	Formation	FormationCaster	PracticeID	SortOrder	CommonUse	Remark	Name	Desc	ShortDesc	SpecialDesc	KungfuDesc	HelpDesc	IsShowInNewSkill	CanDrag	SkillRelyOnShow	SkillRelyOnNotShow	IsShowNotLearn	IsHotkeyExitWhenForget	Buff	Debuff	BlackList	SimpleDesc	AutoSelectTarget	Decoration	nInterruptIcon	nOTActionShowType
100116	0		0	0	0	0				(100116) 移动端_春泥护花	春泥护花·悟						0					0					0			
100117	0		0	0	0	0				(100117) 移动端_厥阴指	厥阴指·悟						0					0					0			
100118	0		0	0	0	0				(100118) 移动端_利针	利针·悟						0					0					0			
100119	0		0	0	0	0				(100119) 移动端_听风吹雪	听风吹雪·悟						0					0					0			
100120	0		0	0	0	0				(100120) 移动端_彼针	彼针·悟						0					0					0			
100121	0		0	0	0	0				(100121) 移动端_大针	大针·悟						0					0					0			
100122	0		0	0	0	0				(100122) 移动端_折叶笼花	折叶笼花·悟						0					0					0			
100177	0	0	1	1	0	0	0	1		(100177) 孟承_扇形aoe	利刃斩风	测试技能					1	1			1	0			0		0			
100185	0	0	1	1	0	0	0	1		(100185) 孟承_猛鬼坠渊	不羁荒流	测试技能					1	1			1	0			0		0			
100186	0	0	1	1	0	0	0	1		(100186) 孟承_恶鬼游身	寒刃游身	测试技能					1	1			1	0			0		0			
100188	0	0	1	1	0	0	0	1		(100188) 孟承_魑鬼荒吐吟唱表现	大道荒吐	测试技能					1	1			1	0			0		0			
100189	0	0	1	1	0	0	0	1		(100189) 孟承_魑鬼荒吐单体伤害	大道荒吐	测试技能					1	1			1	0			0		0			
100190	0	0	1	1	0	0	0	1		(100190) 2号吕一平_地裂震荡	震荡	测试技能					1	1			1	0			0		0			
100191	0	0	1	1	0	0	0	1		(100191) 2号吕一平_沉重锤击吟唱	沉重锤击	测试技能					1	1			1	0			0		0			
100192	0	0	1	1	0	0	0	1		(100192) 2号吕一平_沉重锤击	沉重锤击	测试技能					1	1			1	0			0		0			
100194	0	0	1	1	0	0	0	1		(100194) 2号吕一平_锤音轰鸣吟唱表现	锤音轰鸣	测试技能					1	1			1	0			0		0			
100195	0	0	1	1	0	0	0	1		(100195) 2号吕一平_震山锤风	震山锤风	测试技能					1	1			1	0			0		0			
100196	0	0	1	1	0	0	0	1		(100196) 2号吕一平_震荡单体伤害	震荡	测试技能					1	1			1	0			0		0			
100197	0	0	1	1	0	0	0	1		(100197) 3号奚风_猩红镰舞读条	猩红镰舞	测试技能					1	1			1	0			0		0			
100198	0	0	1	1	0	0	0	1		(100198) 3号奚风_猩红镰舞持续	猩红镰舞	测试技能					1	1			1	0			0		0			
100199	0	0	1	1	0	0	0	1		(100199) 3号奚风_绽血刹羽_放	绽血锋刃	测试技能					1	1			1	0			0		0			
100200	0	0	1	1	0	0	0	1		(100200) 3号奚风_绽血刹羽矩形	绽血锋刃	测试技能					1	1			1	0			0		0			
100201	0	0	1	1	0	0	0	1		(100201) 3号奚风_鲜血品尝	鲜血绽放	测试技能					1	1			1	0			0		0			
100202	0	0	1	1	0	0	0	1		(100202) 3号奚风_鲜血品尝单体伤害	鲜血绽放	测试技能					1	1			1	0			0		0			
100203	0	0	1	1	0	0	0	1		(100203) 3号奚风_血魔斩首	血魔斩首	测试技能					1	1			1	0			0		0			
100204	0	0	1	1	0	0	0	1		(100204) 3号奚风_血魔斩首表现	血魔斩首	测试技能					1	1			1	0			0		0			
100205	0	0	1	1	0	0	0	1		(100205) 3号奚风_鲜血品尝大吟唱	鲜血盛宴	测试技能					1	1			1	0			0		0			
100207	0	0	1	1	0	0	0	1		(100207) 3号奚风_普攻	攻击	测试技能					1	1			1	0			0		0			
100208	0	0	1	1	0	0	0	1		(100208) 3号奚风_绽血刹羽_收	绽血锋刃	测试技能					1	1			1	0			0		0			
100211	0	0	1	1	0	0	0	1		(100211) 3号奚风_普攻_子技能	攻击	测试技能					1	1			1	0			0		0			
100212	0	0	1	1	0	0	0	1		(100212) 场景_玩家摔伤伤害表现	重伤	测试技能					1	1			1	0			0		0			
100215	0	0	1	1	0	0	0	1		(100215) 孟承_扇形aoe	利刃斩风	测试技能					1	1			1	0			0		0			
100223	0	0	1	1	0	0	0	1		(100223) 孟承_猛鬼坠渊	不羁荒流	测试技能					1	1			1	0			0		0			
100224	0	0	1	1	0	0	0	1		(100224) 孟承_恶鬼游身	寒刃游身	测试技能					1	1			1	0			0		0			
100226	0	0	1	1	0	0	0	1		(100226) 孟承_魑鬼荒吐吟唱表现	大道荒吐	测试技能					1	1			1	0			0		0			
100227	0	0	1	1	0	0	0	1		(100227) 孟承_魑鬼荒吐单体伤害	大道荒吐	测试技能					1	1			1	0			0		0			
100228	0	0	1	1	0	0	0	1		(100228) 2号吕一平_地裂震荡	震荡	测试技能					1	1			1	0			0		0			
100229	0	0	1	1	0	0	0	1		(100229) 2号吕一平_沉重锤击吟唱	沉重锤击	测试技能					1	1			1	0			0		0			
100230	0	0	1	1	0	0	0	1		(100230) 2号吕一平_沉重锤击	沉重锤击	测试技能					1	1			1	0			0		0			
100232	0	0	1	1	0	0	0	1		(100232) 2号吕一平_锤音轰鸣吟唱表现	锤音轰鸣	测试技能					1	1			1	0			0		0			
100233	0	0	1	1	0	0	0	1		(100233) 2号吕一平_震山锤风	震山锤风	测试技能					1	1			1	0			0		0			
100234	0	0	1	1	0	0	0	1		(100234) 2号吕一平_震荡单体伤害	震荡	测试技能					1	1			1	0			0		0			
100235	0	0	1	1	0	0	0	1		(100235) 3号奚风_猩红镰舞读条	猩红镰舞	测试技能					1	1			1	0			0		0			
100236	0	0	1	1	0	0	0	1		(100236) 3号奚风_猩红镰舞持续	猩红镰舞	测试技能					1	1			1	0			0		0			
100237	0	0	1	1	0	0	0	1		(100237) 3号奚风_绽血刹羽_放	绽血锋刃	测试技能					1	1			1	0			0		0			
100238	0	0	1	1	0	0	0	1		(100238) 3号奚风_绽血刹羽矩形	绽血锋刃	测试技能					1	1			1	0			0		0			
100239	0	0	1	1	0	0	0	1		(100239) 3号奚风_鲜血品尝	鲜血绽放	测试技能					1	1			1	0			0		0			
100240	0	0	1	1	0	0	0	1		(100240) 3号奚风_鲜血品尝单体伤害	鲜血绽放	测试技能					1	1			1	0			0		0			
100241	0	0	1	1	0	0	0	1		(100241) 3号奚风_血魔斩首	血魔斩首	测试技能					1	1			1	0			0		0			
100242	0	0	1	1	0	0	0	1		(100242) 3号奚风_血魔斩首表现	血魔斩首	测试技能					1	1			1	0			0		0			
100243	0	0	1	1	0	0	0	1		(100243) 3号奚风_鲜血品尝大吟唱	鲜血盛宴	测试技能					1	1			1	0			0		0			
100245	0	0	1	1	0	0	0	1		(100245) 3号奚风_普攻	攻击	测试技能					1	1			1	0			0		0			
100246	0	0	1	1	0	0	0	1		(100246) 3号奚风_绽血刹羽_收	绽血锋刃	测试技能					1	1			1	0			0		0			
100249	0	0	1	1	0	0	0	1		(100249) 3号奚风_普攻_子技能	攻击	测试技能					1	1			1	0			0		0			
100250	0	0	1	1	0	0	0	1		(100250) 场景_玩家摔伤伤害表现	重伤	测试技能					1	1			1	0			0		0			
100311	0	0	1	1	0	0	0	1		(100311) 1号_关八天_水龙卷_单次伤害	水龙卷	测试技能					1	1			1	0			0		0			
100313	0	0	1	1	0	0	0	1		(100313) 1号_关八天_破浪刃	破浪刃	测试技能					1	1			1	0			0		0			
100314	0	0	1	1	0	0	0	1		(100314) 1号_关八天_分水割	分水割	测试技能					1	1			1	0			0		0			
100316	0	0	1	1	0	0	0	1		(100316) 1号_关八天_普攻子技能	磔裂	测试技能					1	1			1	0			0		0			
100317	1	0	1	1	0	0	0	1		(100317) 1号_关八天_水龙卷_吟唱	水龙卷	测试技能					1	1			1	0			0		0			
100318	1	0	1	1	0	0	0	1		(100318) 1号_关八天_破浪刃_吟唱	破浪刃	测试技能					1	1			1	0			0		0			
100319	1	0	1	1	0	0	0	1		(100319) 1号_关八天_分水割_吟唱	分水割	测试技能					1	1			1	0			0		0			
100320	1	0	1	1	0	0	0	1		(100320) 1号_关八天_放血伤害显示	血流不止	测试技能					1	1			1	0			0		0			
100321	0	0	1	1	0	0	0	1		(100321) 2号_苍森_普通攻击	锚击	测试技能					1	1			1	0			0		0			
100325	0	0	1	1	0	0	0	1		(100325) 3号_大海兽_普攻_左	鞭击	测试技能					1	1			1	0			0		0			
100326	1	0	1	1	0	0	0	1		(100326) 3号_大海兽_恶毒凝视_吟唱	恶毒凝视	测试技能					1	1			1	0			0		0			
100327	0	0	1	1	0	0	0	1		(100327) 3号_大海兽_碾压	碾压	测试技能					1	1			1	0			0		0			
100328	0	0	1	1	0	0	0	1		(100328) 3号_大海兽_全屏碾压	碾压	测试技能					1	1			1	0			0		0			
100329	1	0	1	1	0	0	0	1		(100329) 3号_大海兽_碾压_吟唱	碾压	测试技能					1	1			1	0			0		0			
100330	0	0	1	1	0	0	0	1		(100330) 3号_大海兽_墨汁喷吐_吟唱	墨汁喷吐	测试技能					1	1			1	0			0		0			
100331	0	0	1	1	0	0	0	1		(100331) 3号_大海兽_墨汁喷吐	墨汁喷吐	测试技能					1	1			1	0			0		0			
100332	0	0	1	1	0	0	0	1		(100332) 2号_苍森_筋肉爆弹_撞击伤害	筋肉爆弹	测试技能					1	1			1	0			0		0			
100333	0	0	1	1	0	0	0	1		(100333) 2号_苍森_筋肉爆弹_终结伤害	骨断筋折	测试技能					1	1			1	0			0		0			
100334	1	0	1	1	0	0	0	1		(100334) 2号_苍森_筋肉爆弹_蓄力	筋肉爆弹	测试技能					1	1			1	0			0		0			
100338	1	0	1	1	0	0	0	1		(100338) 2号_苍森_身体修复	身体修复	测试技能					1	1			1	0			0		0			
100344	0	0	1	1	0	0	0	1		(100344) 3号_大海兽_普攻_右	鞭击	测试技能					1	1			1	0			0		0			
100347	0	0	1	1	0	0	0	1		(100347) 叶静池_剑锋百锻短读条	剑锋百锻	测试技能					1	1			1	0			0		0			
100348	0	0	1	1	0	0	0	1		(100348) 3号_大海兽_吞噬	吞噬	测试技能					1	1			1	0			0		0			
100353	0		0	0	0	0				(100353) 移动端_傲血_突_到点后击倒	突·悟						0					0					0			
100355	0		0	0	0	0				(100355) 移动端_傲血_力破万钧_戳枪	力破万钧·悟						0					0					0			
100357	0		0	0	0	0				(100357) 移动端_泠风解怀_治疗效果	泠风解怀·悟						0					0					0			
100358	0		0	0	0	0				(100358) 移动端_傲血_霹雳_链状子技能	霹雳·悟						0					0					0			
100359	0		0	0	0	0				(100359) 移动端_上元点鬟_结束治疗	上元点鬟·悟						0					0					0			
100362	0									(100362) 移动端_上元点鬟_二段	上元点鬟·悟																			
100374	0		0	0	0	0				(100374) 移动端_气场_被引爆	气场引爆						0					0					0			
100376	0		0	0	0	0				(100376) 移动端_玳弦急曲	玳弦急曲·悟						0					0					0			
100377	0		0	0	0	0				(100377) 移动端_霜天剑泠	霜天剑泠·悟						0					0					0			
100378	0		0	0	0	0				(100378) 移动端_江海凝光	江海凝光·悟						0					0					0			
100379	0		0	0	0	0				(100379) 移动端_剑破虚空	剑破虚空·悟						0					0					0			
100380	0		0	0	0	0				(100380) 移动端_剑心通明	剑心通明·悟						0					0					0			
100381	0		0	0	0	0				(100381) 移动端_剑影留痕	剑影留痕·悟						0					0					0			
100388	0		0	0	0	0				(100388) 移动端_寒江_伤害效果	寒江·悟						0					0					0			
100389	0	619	0	0	0	0	0	1		(100389) 移动端_太虚剑意_心法	太虚剑意·悟	移动端_太虚剑意，此乃纯阳秘传之御剑心法，运功之时真气充塞寰宇，心外无物，天人合一。					0	0			0	0			0		0			
100393	0		0	0	0	0				(100393) 移动端_冰心诀_技能	冰心诀·悟						0					0					0			
100398	0	627	0	0	0	0	0	1		(100398) 移动端_紫霞功_心法	紫霞功·悟	移动端_紫霞功，此乃道家内功无上心法，运功之时绵若云霞，更有紫气护体，故名紫霞。					0	0			0	0			0		0			
100399	0		0	0	0	0				(100399) 移动端_傲血_破重围伤害子技能	破重围·悟						0					0					0			
100405	0		0	0						(100405) 移动端_江海凝光_贰式	江海凝光·悟						0													
100406	0	633	0	0	0	0	0	1		(100406) 移动端_傲血战意_心法	傲血战意·悟	移动端_傲血战意，令人周身血脉畅通，真气爆发，内力激增，所向披靡，无往不利。					1	0			0	0			0		0			
100407	0	632	0	0	0	0	0	1		(100407) 移动端_铁牢律_心法	铁牢律·悟	移动端_铁牢律习之者周身罡气护体，若有铁甲，牢不可破，故名铁牢律。					1	0			0	0			0		0			
100408	0	406	0	0	0	0	0	1		(100408) 移动端_花间游_心法	花间游·悟	万花点穴武学之根本。习之可通晓人体之经络穴位及要害之处。一可封经截脉，克敌制胜；二可助人疏通筋脉，祛病除邪。					0	0			0	0			0		0			
100409	0	887	0	0	0	0	0	2		(100409) 移动端_心法_云裳心经	云裳心经·悟	此功舞乐相合，水乳交融。若凤鸣、若蝶舞、若莺啼、若雨滴，观之怡情，赏之悦性。不仅能令自身精神振奋，亦可增益他人。					1	1			1	0					0			
100410	0	888	0	0	0	0	0	1		(100410) 移动端_心法_冰心诀	冰心诀·悟	七秀内功。此功飘逸轻盈，若九天飞仙。且攻势凌厉，厉害非常。据传乃是公孙大娘之师所创，旁人问及，大娘只是笑而不答。					1	1			1	0					0			
100411	0	412	0	0	0	0	0	2		(100411) 移动端_离经易道_心法	离经易道·悟	万花医学之根本。习之可精通岐黄之术，可驱疾病，健体魄，亦可解除百毒，悬壶济世。					0	0			0	0			0		0			
100412	0		0	0	0	0				(100412) 移动端_傲血_突_秘籍替换	灭·悟						0					0					0			
100414	0		0	0	0	0				(100414) 移动端_霜天剑泠_每跳伤害	霜天剑泠·悟						0					0					0			
100418	0		0	0	0	0				(100418) 移动端_霜天剑泠_最终伤害	霜天剑泠·悟						0					0					0			
100420	0		0	0	0	0				(100420) 移动端_铁牢律_技能	铁牢律·悟						0					0					0			
100421	0		0	0	0	0				(100421) 移动端_铁牢_穿云	穿云·悟						0					0					0			
100422	0		0	0	0	0				(100422) 移动端_铁牢_八阵	雷行·悟						0					0					0			
100423	0		0	0	0	0				(100423) 移动端_铁牢_定军	定军·悟						0					0					0			
100424	0		0	0	0	0				(100424) 移动端_铁牢_龙吟	龙吟·悟						0					0					0			
100425	0		0	0	0	0				(100425) 移动端_铁牢_突	突·悟						0					0					0			
100426	0		0	0	0	0				(100426) 移动端_铁牢_御	御·悟						0					0					0			
100427	0		0	0	0	0				(100427) 移动端_铁牢_沧月	沧月·悟						0					0					0			
100428	0		0	0	0	0				(100428) 移动端_铁牢_疾如风	疾如风·悟						0					0					0			
100429	0		0	0	0	0				(100429) 移动端_铁牢_战八方	战八方·悟						0					0					0			
100430	0		0	0	0	0				(100430) 移动端_铁牢_力破万钧	力破万钧·悟						0					0					0			
100431	0		0	0	0	0				(100431) 移动端_铁牢_号令三军	号令三军·悟						0					0					0			
100434	0		0	0	0	0				(100434) 移动端_铁牢_突到点后实际击倒	突·悟						0					0					0			
100436	0		0	0	0	0				(100436) 移动端_铁牢_力破万钧_戳枪	力破万钧·悟						0					0					0			
100438	0		0	0	0	0				(100438) 移动端_繁音急节	繁音急节·悟						0					0					0			
100439	0		0	0	0	0				(100439) 移动端_鹊踏枝	鹊踏枝·悟						0					0					0			
100440	0		0	0	0	0				(100440) 移动端_帝骖龙翔	帝骖龙翔·悟						0					0					0			
100442	0		0	0	0	0				(100442) 移动端_铁牢_龙牙	龙牙·悟						0					0					0			
100443	0		0	0	0	0				(100443) 移动端_剑气长江	剑气长江·悟						0					0					0			
100444	0									(100444) 移动端_剑气长江_伤害效果	剑气长江·悟																			
100445	0		0	0	0	0				(100445) 移动端_心鼓弦	心鼓弦·悟						0					0					0			
100447	0	4561	1	1	0	0	0	1		(100447) 移动端_太虚剑意_奇穴1_1	致柔·悟	"三环套月"伤害提高100%					1	1			1	0			0		0			
100448	0	2936	1	1	0	0	0	1		(100448) 移动端_太虚剑意_奇穴1_2	周行·悟	“无我无剑”伤害提高100%					1	1			1	0			0		0			
100449	0		0	0	0	0				(100449) 移动端_太虚剑意_奇穴2_1	神灵·悟						0					0					0			
100450	0		0	0	0	0				(100450) 移动端_太虚剑意_奇穴2_2	玄牝·悟						0					0					0			
100451	0		0	0	0	0				(100451) 移动端_太虚剑意_奇穴3_1	固强·悟						0					0					0			
100452	0		0	0	0	0				(100452) 移动端_太虚剑意_奇穴3_2	无隅·悟						0					0					0			
100455	0		0	0	0	0				(100455) 移动端_九微飞花_群体治疗	九微飞花·悟						0					0					0			
100458	0		0	0	0	0				(100458) 移动端_快雪时晴伤害	快雪时晴·悟						0					0					0			
100460	0		0	0	0	0				(100460) 移动端_左旋右转	左旋右转·悟						0					0					0			
100461	0		0	0	0	0				(100461) 移动端_左旋右转_实际治疗	左旋右转·悟						0					0					0			
100463	0		0	0	0	0				(100463) 移动端_心鼓弦_非战状态	妙舞神扬·悟						0					0					0			
100464	0		0	0	0	0				(100464) 移动端_傲血_龙吟_秘籍2_群体伤害和减速	龙吟·悟						0					0					0			
100466	0		0	0	0	0				(100466) 移动端_玉石俱焚驱散	玉石俱焚·悟						0					0					0			
100475	0		0	0	0	0				(100475) 移动端_六合独尊_伤害	六合独尊·悟						0					0					0			
100487	0	11824	1	1	0	0	0	1		(100487) 移动端_花间游_奇穴1_1	归兮·悟	运功招式运功时间降低0.5秒，可在移动中施展。					1	1			1	0			0		0			
100488	0	13437	1	1	0	0	0	1		(100488) 移动端_花间游_奇穴1_2	陶然·悟	施展运功招式运功结束时获得“梦歌”气劲，每层使加速率提高2%，内功基础攻击力提高10%，持续30秒，最多叠加3层。					1	1			1	0			0		0			
100489	0	13436	1	1	0	0	0	1		(100489) 移动端_花间游_奇穴2_1	忘机·悟	自身造成的持续伤害提高30%。目标身上若无“商阳指”，则普通攻击造成伤害时附带“商阳指”效果。					1	1			1	0			0		0			
100490	0	16198	1	1	0	0	0	1		(100490) 移动端_花间游_奇穴2_2	夕落·悟	自身持续伤害效果被吞噬造成的伤害提高100%，持续伤害效果被卸除后，每个持续伤害使目标1.5秒内无法受到治疗效果，最多持续4.5秒。					1	1			1	0			0		0			
100491	0	12732	1	1	0	0	0	1		(100491) 移动端_花间游_奇穴3_1	渡泉·悟	施展技能获得10点墨意，60点墨意后下一次普攻会在目标8尺区域产生墨池，持续6秒，墨池每2秒浸染其中最多5个目标造成混元内功伤害并减速50%，若墨池浸染的目标有自身持续伤害，则对其造成该持续伤害的一跳伤害。同时画出雨墨雕，延迟1.5秒后对墨池内最多5个敌方目标造成混元内功伤害。					1	1			1	0			0		0			
100492	0	16219	1	1	0	0	0	1		(100492) 移动端_花间游_奇穴3_2	常心·悟	施展瞬发技能/运功技能，在目标位置落下一枚黑子/白子，持续8秒。10尺内两枚异色子互相引爆，对10尺范围内最多5个目标造成混元内功伤害。					1	1			1	0			0		0			
100498	0		0	0	0	0				(100498) 移动端_傲血_沧月_秘籍1_破军伤害	破军						0					0					0			
100503	0		0	0	0	0				(100503) 移动端_婆罗门_实际回血【废弃】	婆罗门·悟						0					0					0			
100510	0		0	0	0	0				(100510) 移动端_两生	飘然·悟						0					0					0			
100511	0		0	0	0	0				(100511) 移动端_风华	婵娟·悟						0					0					0			
