SkillID	Level	IconID	Show	CombatShow	Formation	FormationCaster	PracticeID	SortOrder	CommonUse	Remark	Name	Desc	ShortDesc	SpecialDesc	KungfuDesc	HelpDesc	IsShowInNewSkill	CanDrag	SkillRelyOnShow	SkillRelyOnNotShow	IsShowNotLearn	IsHotkeyExitWhenForget	Buff	Debuff	BlackList	SimpleDesc	AutoSelectTarget	Decoration	nInterruptIcon	nOTActionShowType
30231	0	10886									伪传·疾电叱羽	召唤海雕飞向自身位置，盘旋至升空，保护自身6尺范围内的小队成员，使范围内的小队成员不会受到伤害，最多承受自身身法40倍的伤害，持续8秒。\n·释放方式：对自己释放																		
30233	0	16200									伪传·飞刃回转	向敌方挥出旋转的刀气，会自动追踪附近敌对目标，并持续造成伤害，持续6秒。\n·释放方式：15尺内选定目标																		
30234	0	13878									伪传·鸿蒙天禁	天钺：将目标禁锢至“天禁空间”并使其召唤物全部失效，且无法提前解除，禁锢持续6秒，若目标为团队成员则卸除掉“阴性不利效果”“阳性不利效果”“混元不利效果”“毒不利效果”“持续伤害不利效果”各2个，同一目标20秒内只会被禁锢一次。\n·释放方式：20尺内选定目标																		
30235	0	3190									伪传·天绝地灭	林寒涧肃：在目标位置投放“天绝地灭”机关，持续时间固定9秒，结束后将自动引爆。将“天绝地灭”周围15尺范围内最多五个敌方目标拉扯到“天绝地灭”所在点。\n·释放方式：20尺内选定目标区域\n·招式范围：目标点半径内6尺																		
30238	0	3038									伪传·玄水蛊	毒手：对敌方玩家施展，使自身受到的55%伤害将由敌方玩家承担，持续8秒。\n·释放方式：20尺内选定目标																		
30239	0	14083									伪传·穹隆化生	自身将向前冲刺，持续2秒，可以转向，结束后在脚下生成“生太极”气场，并回复自身10%的最大气血值。\n·释放方式：抬手释放，过程中可以改变前进方向																		
30243	0	4895									伪传·龙啸九天	解除自身控制效果并免疫控制效果，持续3秒；使自身受到的伤害降低60%，持续6秒，并击飞自身半径6尺范围内最多5个目标造成伤害。施展过程中不受控制效果的影响（被拉除外）。同时能够击毁攻击范围内最多5个气场和可见机关。\n·释放方式：对自己释放																		
30247	0	10769									伪传·驭羽骋风	命令海雕将自身抓上天空，解除自身受控制状态，使自身免疫控制3秒并减少30%受到的伤害。\n·释放方式：对自己释放																		
30257	0	2949									伪传·剑破虚空	对目标及其周围最多2个目标造成伤害，使当前目标减速且无法施展轻功招式，持续2秒，并获得一层“急曲”效果。\n·释放方式：20尺内选定目标																		
30261	0	13524									伪传·无间狱	立即“修罗”附体，对10尺180°范围发起三段挥砍，对最多6个目标造成伤害，期间蓄力旋转一次链刃击退自身周围10尺最多6个目标造成伤害，持续10秒。修罗会汲取造成伤害的30%恢复自身气血值。\n·释放方式：对自己释放																		
30262	0	10755									伪传·振翅图南	命令海雕在指定位置扇出一道飓风，持续对周围造成12次伤害，持续6秒。飓风会自动跟随附近敌对目标（优先自身目标）。\n·释放方式：20尺内选定目标区域																		
30276	0	15421									伪传·逐云寒蕊	解除自身控制，免疫控制持续3秒，并在自身脚下生成10尺范围的“逐云寒蕊”，持续10秒。小队成员在进入“逐云寒蕊”短暂延迟后将隐匿其中，身形莫测无法被选中，“逐云寒蕊”消失、离开“逐云寒蕊”或者角色发动攻击后隐匿消失。“逐云寒蕊”免疫控制，可以被攻击，受到范围伤害降低20%。\n·释放方式：对自己释放																		
30301	0	15423									伪传·绿野蔓生	解除自身控制，使用藤蔓种子，环绕自身形成藤蔓装甲，使得距离自身6尺内的敌对目标攻击自身时将被击退并对其造成伤害，敌方无法通过对自身冲刺接近6尺（对区域的冲刺则不受影响）。期间免疫控制（击退和被拉除外），持续5秒。\n·释放方式：对自己释放																		
31255	1	100012	0	0	0	0					碎石片	<color=#fffc00>释放方式：选定区域半径5尺</c>\n<color=#fffc00>调息时间：12秒</c>\n<color=#e5e5e5>自身免疫控制持续3秒，在目标区域产生一个【吞日月气场】半径10尺，存在8秒。气场范围内自身免疫控制，敌方无法施展轻功且移动速度降低60%</c>					0					0					0			
32245	0	407									伪传·花语酥心	使自身每秒恢复气血最大值的6%，持续5秒。\n·释放方式：对自己释放																		
32247	0	4175									伪传·如意法	清除自身当前所受的移动限制效果，使自身不受招式控制，持续3秒，并使自身接下来10秒内的下一个伤害招式附带该移动限制效果。\n·释放方式：对自己释放																		
32287	0	653									伪传·徐如林	天策府秘传武技，在自己的伤害招式命中敌人后，有50%的几率使自身气血与内力恢复5%，持续20秒。\n·释放方式：对自己释放																		
32300	0	3179									伪传·连环弩	每1秒对目标发射一枚弩箭，一共发射3支。每一支箭威力均高于前一箭。若目标离自己小于15尺，则每枚箭都击退目标4尺。该招式免疫打断，释放时不可被控制。\n·运功时间：3秒\n·释放方式：25尺内选定目标																		
34591	0	17577									伪传·游风飘踪	将自身所受的控制效果（不包括被推、被拉）转移给当前目标，持续5秒，并在10秒内减少15%受到的伤害，免疫控制效果（不包括被推、被拉）。非受控状态下施展将返回7秒调息时间。\n·释放方式：对自己释放																		
34594	0	17581									伪传·洗兵雨	击飞非治疗心法敌方目标的武器，使目标无法施展轻功以外的招式，持续5秒，武器将掉落至目标6尺位置，若目标拾取到地上的武器则提前解除此效果。\n·释放方式：4尺内选定目标																		
34919	0	3199									洱海飞爪	将自身牵引至指定位置。																		
35399	0	19628									扶乩	引导运功3秒，每秒对附近15尺目标造成伤害并随机获取1~40点星运。当星运值达到40时清空星运值并生成一个魂灯与自身链接，魂灯拥有40点星运值，每秒对链接路径上的敌人造成伤害并消耗2点星运值，最多生成3个。若魂灯已达上限，则不清空星运值。与魂灯超过40尺时魂灯将消失，自身恢复其剩余星运值的50%。																		
36500	0	19594									伪传·乘黄之威	向前跳跃10尺，落地时回头对起跳方向长啸，使矩形范围内命中的目标获得2秒恐惧效果。\n·释放方式：对自己释放																		
36501	0	19605									伪传·应天授命	开启后受到伤害不再立刻结算，而是每秒结算一次期间受到的伤害，每次结算不超过自身最大血量的20%。期间免疫受击僵直，每次受到攻击回复6%已损生命值。\n·释放方式：对自己释放																		
37081	0	21739									舞狮·喜																			
37082	0	21737									舞狮·怒																			
37083	0	21743									舞狮·醉																			
37084	0	21740									舞狮·醒																			
37085	0	21736									舞狮·惊																			
37086	0	21742									舞狮·疑																			
37087	0	21741									舞狮·寻																			
37088	0	21738									舞狮·盼																			
37183	0	21845									墨染飞龙	墨染飞龙																		
37687	0	131									回风扫叶	江湖上流传的粗浅武功。对目标造成伤害。\n·释放方式：4尺内选定目标																		
37923	0	3199									绝境·临时飞爪	将自身牵引至目标位置，非战斗中使用时返还部分调息时间。\n·释放方式：40尺内选定目标区域																		
38381	0	100004									绝境·扶摇直上·悟	江湖轻功，身轻如燕，能跳得更高，并能施展【踏云·悟】。																		
38382	0	100005									绝境·蹑云逐月·悟	跃身向前方位移一段距离。																		
39483	0	22810									绝境·雾暗迷云	使目标无法施展招式，持续7秒。\n·释放方式：20尺内选定目标																		
39492	0	22817									绝境·截阳	对目标造成伤害，对目标添加3层无法卸除持续30秒的“绝脉”效果：招式调息速度降低1%。\n·释放方式：20尺内选定目标																		
39493	0	22820									绝境·引窍	对目标造成伤害，引爆所有“绝脉”。\n·释放方式：20尺内选定目标																		
39494	0	22807									绝境·风流云散	冲刺至目标点，并获得2层“云散”效果：施展“一阳指”套路招式时会闪现移动至一个随机攻击位置。\n·释放方式：20尺内选定目标区域																		
39874	0	3319									踏云冲霄	使用【踏云冲霄】技能后，可在空中冲刺或者冲向选中目标，助力侠士快速靠近花灯。																		
64295	0	18569									扫叶	挥舞棍子持续2.5秒，对周围8尺范围内的最多20个目标造成伤害和持续聚集，期间反弹受到伤害的200%。																		
64299	0	18419									妙舞	运功4秒，期间每1秒对半径10尺范围内的最多20个敌方目标造成伤害并添加1%易伤效果，可叠加5层，10尺内的小队成员移动速度提高10%。																		
64303	0	18428									快雪	持续运功3秒，每0.5秒对前方15尺的最多20个目标造成伤害，在运功结束时添加持续伤害效果，持续10秒。																		
64313	0	2375									风来吴山	50层以上“湖光”方可施展，施展清除所有“湖光”，转动重剑，发动旋风般的攻击，每0.5秒对半径8尺的目标造成伤害，持续4秒。																		
64333	0										八荒衡鉴_藏剑_4段风车伤害	在20层以上“湖光”施展，清除所有“湖光”，转动重剑，发动旋风般的攻击持续4秒，对最多30个目标造成伤害。																		
64898	0	434									绝境_横扫六合	对周围5尺5个目标造成伤害并添加12秒持续伤害效果，若只命中单个目标则伤害提高100%\n·招式范围：自身半径内5尺																		
64899	0	1511									绝境·捕风式	对目标造成伤害，并使其移动速度降低20%，持续3秒。\n·释放方式：20尺内选定目标																		
64900	0	1510									绝境·抱残式	使目标跳跃能力降低，移动速度降低48%，持续8秒。\n·释放方式：8尺内选定目标																		
64901	0	1508									绝境·守缺式	对目标造成伤害，3秒内连续施展时对目标额外造成30%伤害且小范围击退目标。\n·释放方式：8尺内选定目标																		
64991	0	428									绝境·拿云式	目标血量低于30%方可施展，对其造成大量伤害外加最大生命值10%的真实伤害。\n·释放方式：4尺内选定目标																		
64992	0	396									绝境·长针	恢复友方目标大量气血值。\n·运功时间：3秒\n·释放方式：20尺内选定目标																		
64993	0	1514									绝境·商阳指	使目标每3秒受到一定伤害，持续18秒。\n·释放方式：20尺内选定目标																		
64994	0	404									绝境·钟林毓秀	使目标外攻伤害降低，并且每3秒受到一定伤害，持续18秒。\n·释放方式：20尺内选定目标																		
64995	0	390									绝境·兰摧玉折	使目标每3秒受到一定伤害，持续18秒。\n·释放方式：20尺内选定目标																		
64996	0	647									绝境·破风	击破目标护甲，使其外功防御等级降低，每2秒受到一定伤害，持续12秒，若目标免疫击倒则额外添加一个“流血”效果，使其每2秒受到更多伤害，持续12秒。\n·释放方式：4尺内选定目标																		
65022	0	655									绝境·穿	对目标及其周围4尺内总共5个敌对目标造成伤害，使目标移动速度降低65%，周围目标移动速度降低40%，持续12秒，该效果无法被解除，也无法延长减速的持续时间。\n·释放方式：8尺内选定目标																		
65024	0	630									绝境·太极无极	对目标造成伤害，若目标处于“锁足”“定身”“眩晕”状态则使其20秒内受到的伤害提高20%，该效果可叠加5层。\n·释放方式：20尺内选定目标																		
65026	0	608									绝境·三环套月	对目标造成伤害，并添加“三环套月”效果，当“三环套月”叠加至3层时会额外附带一次伤害。\n·释放方式：4尺内选定目标																		
65028	0	623									绝境·剑飞惊天	对目标造成伤害，使目标下马并且移动速度降低60%，持续5秒。若你攻击的目标正在运功，则使该目标5秒内无法运功。\n·释放方式：20尺内选定目标																		
65029	0	637									绝境·龙牙	冲向目标，对目标造成伤害。\n·释放方式：20尺内选定目标																		
65036	0	650									绝境·龙吟	龙吟一击，对目标造成伤害。若招式会心则立刻重置调息时间。\n·释放方式：4尺内选定目标																		
65038	0	636									绝境·灭	当自身血量高于20%时对目标造成一定伤害，若自身气血低于20%，则对目标造成更高伤害，并使自身3秒内不会重伤。\n·释放方式：4尺内选定目标																		
65046	0	2785									绝境·蛇影	使目标每2秒受到伤害，受到的锁足控制时间延长20%，持续12秒。\n·释放方式：20尺内选定目标																		
65047	0	2784									绝境·蟾啸	使目标及其8尺周围内的最多8个目标每2秒受到伤害，受到的减速控制效果延长20%（“绝境·穿”除外），持续16秒，同时目标2秒内无法施展招式。\n·释放方式：20尺内选定目标																		
65048	0	2776									绝境·夺命蛊	使自身受到的伤害提高30%，招式伤害提高30%，持续12秒。\n·释放方式：对自己释放																		
65049	0	2777									绝境·迷心蛊	使自身无法施展轻功招式，运功不会被打退、打断，不受缴械和无法运功效果的影响，持续12秒。\n·释放方式：对自己释放																		
65050	0	2778									绝境·枯残蛊	使自身移动速度降低90%，招式施展距离提高12尺，持续12秒。\n·释放方式：对自己释放																		
65053	0	3169									绝境·化血镖	使目标每3秒受到伤害，可叠加2层，持续24秒。\n·释放方式：25尺内选定目标																		
65058	0	411									绝境·玉石俱焚	对目标造成伤害，若该目标正受到自身“绝境·商阳指”“绝境·兰摧玉折”“绝境·钟林毓秀”“绝境·蛇影”“绝境·蟾啸”持续性伤害，则使其剩余伤害立即生效并额外造成一次伤害。\n·释放方式：20尺内选定目标																		
65059	0	1439									绝境·两仪化形	对目标造成伤害。\n·释放方式：20尺内选定目标																		
65060	0	617									绝境·无我无剑	对目标造成伤害。\n·释放方式：4尺内选定目标																		
65061	0	610									绝境·万剑归宗	对周围6尺内的最多6个目标造成伤害，并使这些目标锁足3秒，减疗50%持续10秒。\n·招式范围：自身半径内6尺																		
65062	0	609									绝境·天地无极	对目标造成伤害，并隐身3秒，施展任何招式都将提前解除隐身效果。\n·释放方式：20尺内选定目标																		
65065	0	896									绝境·剑主天地	对目标造成伤害，并附带1层急曲效果，若目标已存在3层急曲则直接引爆。\n·释放方式：20尺内选定目标																		
65068	0	2786									绝境·百足	对指定区域施放风蜈之毒，使6尺半径区域内最多5个目标立即受到伤害，并使这些目标每3秒受到伤害，持续18秒，风蜈之毒结束会再次爆炸，对6尺半径区域内的5个目标造成伤害\n·释放方式：20尺内选定目标																		
65071	0	3177									绝境·追命箭	对目标造成伤害，若目标血量高于60%则追加50%额外伤害。\n·运功时间：2秒\n·释放方式：25尺内选定目标																		
65074	0	3178									绝境·穿心弩	使目标受到的疗伤成效降低50%，并使目标每3秒受到伤害，持续18秒，可在移动中施展。\n·运功时间：1.5秒\n·释放方式：27尺内选定目标																		
65075	0	2363									绝境·听雷	对目标造成伤害，每施展一次则使该招式伤害提高10%，最多提高30%，该效果脱离战斗后消失。\n·释放方式：4尺内选定目标																		
65076	0	2370									绝境·云飞玉皇	对目标造成伤害，若目标处于自身4尺内则额外造成伤害。\n·运功时间：1.5秒\n·释放方式：8尺内选定目标																		
65078	0	2371									绝境·鹤归孤山	跳跃至正前方15尺处并以重剑猛击地面，对半径6尺范围内的最多10个目标造成伤害并使其晕眩3秒，对周围4尺内的目标造成额外伤害。\n·释放方式：以自身位置释放																		
65083	0	3808									绝境·幽月轮	对目标造成伤害，可以连续施展3次。\n·释放方式：4尺内选定目标																		
65087	0	3869									绝境·净世破魔击	冲刺并对12尺内的目标造成3次伤害，且每次卸除目标混元、阳性、阴性、毒性增益气劲各一个。\n·释放方式：12尺内选定目标																		
65089	0	3796									绝境·烈日斩	对目标造伤害，并使其内功防御等级降低15%，持续12秒，当目标拥有“银月斩”效果时将对其额外造成伤害。\n·释放方式：6尺内选定目标																		
65090	0	3802									绝境·银月斩	对目标造成伤害，并对其每2秒造成伤害，持续12秒，当目标拥有“烈日斩”效果时将对其额外造成伤害。\n·释放方式：6尺内选定目标																		
65092	0	3866									绝境·圣明佑	立刻恢复自身20%气血最大值，同时10秒内使自身被命中几率降低20%。\n·释放方式：对自己释放																		
65095	0	3867									绝境·生死劫	对目标造成伤害，眩晕目标4秒，使目标12秒内受到的疗伤成效降低50%。\n·释放方式：20尺内选定目标																		
65096	0	3786									绝境·驱夜断愁	对目标造成伤害，造成伤害的50%将治疗自身。\n·释放方式：4尺内选定目标																		
65097	0	419									绝境·韦陀献杵	对目标造成伤害，并使目标内外防等级降低30%，自身内外防提高30%，持续5秒。\n·释放方式：20尺内选定目标																		
65098	0	423									绝境·摩诃无量	对目标造成伤害，并击倒3秒，击倒自然结束时若目标血量低于30%则额外眩晕2秒。\n·释放方式：20尺内选定目标																		
65100	0	426									绝境·捉影式	将前方一定距离内的敌方目标拉到身前，之后使目标无法施展轻功，持续5秒。\n·释放方式：35尺内选定目标																		
65101	0	424									绝境·五蕴皆空	使目标眩晕5秒。\n·释放方式：4尺内选定目标																		
65103	0	430									绝境·大狮子吼	使周围6尺内5个目标眩晕5秒，眩晕期间其招式调息时间回复速度降低50%。\n·招式范围：自身半径内6尺																		
65104	0	422									绝境·无相诀	受到的伤害降低50%，血量每减少25%，减伤效果提高10%，减伤效果自然结束血量低于10%则立刻恢复50%气血最大值。\n·释放方式：对自己释放																		
65105	0	413									绝境·春泥护花	给友方目标一个5层的护盾，使其受到的所有伤害降低40%，运功不会被伤害击退，被攻击则消耗一层，每消耗一层恢复自身3%气血最大值，持续20秒。\n·释放方式：20尺内选定友方目标																		
65107	0	1520									绝境·星楼月影	清除自身所有移动限制，并使自身不受招式控制(击退和被拉除外)，持续8秒。\n·释放方式：对自己释放																		
65108	0	1516									绝境·少明指	对目标造成伤害，并解除其身上的混元、阳性、阴性、毒性有益气劲各两个。\n·运功时间：1.5秒\n·释放方式：20尺内选定目标																		
65109	0	398									绝境·芙蓉并蒂	对目标造成伤害，并使其定身，持续1秒，若自身已经学习“商阳指”“兰摧玉折”“钟林毓秀”则会给目标添加对应持续伤害。\n·释放方式：20尺内选定目标																		
65113	0	405									绝境·傍花随柳	以混元气劲震击目标心脉，使目标获得3层“傍花随柳”效果，前2层“傍花随柳”目标施展任何招式将受到伤害，最后1层“傍花随柳”时将直接沉默目标4秒。\n·运功时间：1秒\n·释放方式：20尺内选定目标																		
65116	0	646									绝境·沧月	击倒当前目标2秒，同时造成伤害并击退其周围6尺内最多5个其他的敌对目标。\n·释放方式：4尺内选定目标																		
65118	0	656									绝境·疾如风	解除所有移动限制，并且不受招式控制(击退和被拉除外)，移动速度提高100%，持续6秒。\n·释放方式：对自己释放																		
65119	0	635									绝境·撼如雷	使自身会心几率提高10%，会心效果提高20%，持续20秒，并使15尺内的10个敌对目标8秒内无法进入隐身状态，已经进入隐身状态的目标则立刻解除隐身状态。\n·招式范围：自身半径内15尺																		
65120	0	2985									绝境·渊	冲刺到友方目标身边，为其承受1次伤害，并击飞其周围5个目标。\n·释放方式：6-20尺内选定友方目标																		
65127	0	1442									绝境·冲阴阳	在自身脚下产生一个15尺范围气场，在气场范围内自身和友方目标受到的内功伤害降低30%，气场持续10秒。\n·释放方式：对自己释放																		
65133	0	1450									绝境·碎星辰	在自身脚下产生一个15尺范围气场，在气场范围内自身和友方目标外功会心提高10%，会心效果提高15%，气场持续10秒。\n·释放方式：对自己释放																		
65136	0	1449									绝境·破苍穹	在自身脚下产生一个15尺范围气场，在气场范围内自身和友方目标内功会心提高10%，会心效果提高15%，气场持续10秒。\n·释放方式：对自己释放																		
65138	0	1443									绝境·凌太虚	在自身脚下产生一个15尺范围气场，在气场范围内自身和友方目标受到的外功伤害降低30%，气场持续10秒。\n·释放方式：对自己释放																		
65140	0	1445									绝境·吞日月	产生一个15尺的气场，范围内敌方不能施展轻功，持续15秒。\n·释放方式：对自己释放																		
65142	0	1448									绝境·生太极	在自身脚下产生一个20尺范围气场，在气场范围内自身和友方目标将免疫控制(被推被拉除外)，气场持续10秒。\n·释放方式：对自己释放																		
65145	0	615									绝境·三才化生	对自身周围8尺内的最多6个目标造成锁足效果，持续9秒。目标在被锁足的后半段时间里若被伤害招式命中，则有50%几率解除其锁足效果。\n·招式范围：自身半径内8尺																		
65146	0	1438									绝境·七星拱瑞	以七星罡气禁锢目标，使其定身，气血恢复速度提高，持续10秒，如果目标为非侠士单位，则持续45秒。任何伤害都会眩晕4秒，同一时间内只能使一个目标被定身，只能对人形目标施展。\n·运功时间：1.5秒\n·释放方式：25尺内选定目标																		
65149	0	1440									绝境·五方行尽	使自身会心效果提高20%，对选择区域范围内的最多6个目标均造成伤害，并使其锁足10.5秒。目标在被锁足的后半段持续时间里若被伤害招式命中，则有50%几率解除其锁足效果。\n·释放方式：20尺内选定目标区域\n·招式范围：目标点半径内8尺																		
