BuffID	Level	IconID	Sparking	ShowTime	Show	Remark	Name	Desc	IsAddPeriod
219	1	360	1	1	1	(219)(1)家乡小炒	进食	体质提高<BUFF atVitalityBase>点，内功防御等级提高<BUFF atMagicShield>点，每秒恢复的气血值提高<BUFF atLifeReplenishExt>点，气血最大值提高<BUFF atMaxLifeAdditional>点	1
220	1	360	1	1	1	(220)(1)美味的昆仑禁食	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，拆招值提高<BUFF atParryValueBase>点，招架等级提高<BUFF atParryBase>点，招架等级提高<BUFF atParryValueBase>，外功防御等级提高<BUFF atPhysicsShieldAdditional>点	1
221	1	360	1	1	1	(221)(1)地道的家乡小炒	进食	体质提高<BUFF atVitalityBase>点，每秒回复气血提高<BUFF atLifeReplenishExt>，气血最大值提高<BUFF atMaxLifeAdditional>点，内功防御等级提高<BUFF atMagicShield>点	1
222	0	360	1	1	1	(222)(0)泡椒凤爪	进食	内功攻击提高<BUFF atMagicAttackPowerBase>点	1
223	1	360	1	1	1	(223)(1)酱油浇肉	进食	内功攻击提高<BUFF atMagicAttackPowerBase>点	1
224	0	360	1	1	1	(224)(0)小炒肉	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点	1
225	0	360	1	1	1	(225)(0)花椒腱子肉	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点	1
226	0	360	1	1	1	(226)(0)爆椒扒肉	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点	1
227	0	360	1	1	1	(227)(0)盐煎肉	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点	1
228	1	360	1	1	1	(228)(1)结缘宴	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，内力最大值提高<BUFF atMaxManaAdditional>点	1
229	0	360	1	1	1	(229)(0)煮散的血肠片	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点	1
230	1	360	1	1	1	(230)(1)清食小点	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，内力最大值提高<BUFF atMaxManaAdditional>点	1
231	1	360	1	1	1	(231)(1)节源宴	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点	1
232	1	360	1	1	1	(232)(1)炸糊了的面筋	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点	1
235	1	360	1	1	1	(235)(1)没有酒的任侠餐	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点，内功攻击提高<BUFF atMagicAttackPowerBase>点	1
236	1	360	1	1	1	(236)(1)任侠小炒	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点，内功攻击提高<BUFF atMagicAttackPowerBase>点	1
238	0	360	1	1	1	(238)(0)麻辣脆骨	进食	外功攻击提高<BUFF atPhysicsAttackPowerBase>点	1
239	0	360	1	1	1	(239)(0)煮散了的麻圆	进食	外功攻击提高<BUFF atPhysicsAttackPowerBase>点	1
240	0	360	1	1	1	(240)(0)冬菜扣肉	进食	根骨提高<BUFF atSpiritBase>点	1
241	0	360	1	1	1	(241)(0)烧糊了的五花肉	进食	根骨提高<BUFF atSpiritBase>点	1
242	1	360	1	1	1	(242)(1)张掖大菜	进食	根骨提高<BUFF atSpiritBase>点，元气提高<BUFF atSpunkBase>点	1
244	1	1899	0	0	1	(244)(1)骑乘	骑御	策马驰骋	1
244	2	4243	0	0	1	(244)(2)骑乘	骑御	乘骑代步，通行江湖	1
244	3	4860	0	0	1	(244)(3)骑乘	乘渡	行波渡水，迎风破浪	1
244	4	5386	0	0	1	(244)(4)骑乘	御风	鸾凤和鸣，御风而行\n移动速度降低90%，移动或静止会消耗马术轻功气力值，可以浮空	1
244	5	5933	0	0	1	(244)(5)骑乘	携乘江湖	纵有志在必得，抑或执着无思，行停走走，莫错沿途光景	1
244	6	6729	0	0	1	(244)(6)骑乘	乘骑·乌龟	爬山渡水，踏行江湖	1
244	7	6814	0	0	1	(244)(7)骑乘	乘骑·抵角同心	抵角同心，共闯江湖	1
244	8	6799	0	0	1	(244)(8)骑乘	搭乘·游湖画舫	碧波荡漾水中游	1
244	9	1899	0	0	1	(244)(9)骑乘	骑御	幼雕问世，懵懂学步	1
244	10	1899	0	0	1	(244)(10)骑乘	骑御	少雕初成，蓄势待发	1
244	11	1899	0	0	1	(244)(11)骑乘	骑御	巨雕振翅，遨游太空	1
244	12	7954	0	0	1	(244)(12)骑乘	乘骑·红匣舆	一舆双架，共闯江湖	1
244	13	8115	0	0	1	(244)(13)骑乘	乘骑·雪负苍山	雪玉佛睛，足绝群峰	1
244	14	8590	0	0	1	(244)(14)骑乘	搭乘·游湖画舫	初抽小枝遮红舫	1
244	15	8962	0	0	1	(244)(15)骑乘	搭乘·鹿归雪明	天霜结江野，歌吟雪鹿鸣	1
244	16	9018	0	0	1	(244)(16)骑乘	搭乘	乘驾车轿	1
244	17	6799	0	0	1	(244)(17)骑乘	龙舟·隐者	搭乘隐者	1
244	18	6799	0	0	1	(244)(18)骑乘	龙舟·游侠	搭乘游侠	1
244	19	9386	0	0	1	(244)(19)骑乘	搭乘·烽狼夜宴	绝世凶狼，烽火燎原	1
244	20	9385	0	0	1	(244)(20)骑乘	搭乘·兰芷风烟	晚风清，烟波渺，酒醉笙箫，一曲满庭芳	1
244	21	9426	0	0	1	(244)(21)骑乘_飞翼马车	搭乘·银月金虹	月虹银汉驰羽野，神鼓希声黯天街	1
244	22	9519	0	0	1	(244)(22)骑乘	搭乘·流火夔牛	目如炽日，声若雷霆	1
244	23	9708	0	0	1	(244)(23)骑乘	搭乘·驰电掣风	西山秘宝·驰电掣风	1
244	24	9709	0	0	1	(244)(24)骑乘	搭乘·黛篁鸾舆	西山秘宝·黛篁鸾舆	1
244	25	10204	0	0	1	(244)(25)骑乘	搭乘·墨染琳琅	身浓似墨染，轻履踏琳琅	1
244	26	10445	0	0	1	(244)(26)骑乘_儿童节坐骑	御风·飞天小鲤	迎风翱翔	1
244	27	6799	0	0	1	(244)(27)骑乘_赛艇	龙舟·追风	龙舟争渡	1
244	28	10515	0	0	1	(244)(28)骑乘_停云雪霁	停云雪霁	初雪停云	1
244	29	10515	0	0	1	(244)(29)停云雪霁·终宵	停云雪霁	灯火堆红	1
244	30	10516	0	0	1	(244)(30)停云雪霁·凌霜	停云雪霁·凌霜	难知如阴	1
244	31	10517	0	0	1	(244)(31)停云雪霁·揽梦	停云雪霁·揽梦	借月华庭	1
244	32	10783	0	0	1	(244)(32)骑乘	搭乘·飞花镂月	飞花逐梦，镂月裁云	1
244	34	10602	0	0	1	(244)(34)骑乘_设定集船	搭乘·画境仙游	梦高唐之仙云兮，撑扁舟以游瑶池	1
